location,crowd_count,temperature,hour
Dashashwamedh Ghat (Prayagraj),5461,41,7
Dashashwamedh Ghat (Prayagraj),4293,10,2
Alopankari Temple Area,5134,23,11
Prayagraj Junction,4727,13,9
Saraswati Ghat,4343,34,3
Triveni Sangam (Confluence Zone),14294,32,6
Saraswati Ghat,5129,22,6
Dashashwamedh Ghat (Prayagraj),5469,32,9
Prayagraj Junction,500,13,0
Alopankari Temple Area,2539,23,10
Saraswati Ghat,3320,22,11
Shri Bade Hanuman Temple,2025,38,0
Saraswati Ghat,500,20,23
Alopankari Temple Area,5057,14,12
Alopankari Temple Area,2093,14,5
Prayagraj Junction,2505,14,4
Shri Bade Hanuman Temple,7748,45,6
Shri Bade Hanuman Temple,6717,13,17
Prayagraj Junction,4972,37,13
Saraswati Ghat,500,43,5
Alopankari Temple Area,2471,14,4
Dashashwamedh Ghat (Prayagraj),922,10,22
Shri Bade Hanuman Temple,8029,15,17
Dashashwamedh Ghat (Prayagraj),5300,30,20
Saraswati Ghat,4860,22,20
Alopankari Temple Area,6889,23,17
Shri Bade Hanuman Temple,6234,14,19
Prayagraj Junction,500,45,22
Saraswati Ghat,1480,18,23
Prayagraj Junction,4188,27,5
Prayagraj Junction,4714,15,11
Saraswati Ghat,6288,21,8
Dashashwamedh Ghat (Prayagraj),4444,37,15
Dashashwamedh Ghat (Prayagraj),7535,32,13
Saraswati Ghat,3748,33,4
Triveni Sangam (Confluence Zone),12500,28,22
Prayagraj Junction,3632,32,17
Triveni Sangam (Confluence Zone),8231,16,9
Prayagraj Junction,1698,12,2
Kumbh Mela Ground (Main Venue),4173,18,0
Saraswati Ghat,1345,41,5
Prayagraj Junction,4336,30,20
Dashashwamedh Ghat (Prayagraj),500,32,23
Triveni Sangam (Confluence Zone),13490,18,20
Alopankari Temple Area,1304,29,2
Shri Bade Hanuman Temple,11052,12,13
Shri Bade Hanuman Temple,8661,14,13
Prayagraj Junction,4232,32,6
Triveni Sangam (Confluence Zone),10836,16,6
Dashashwamedh Ghat (Prayagraj),3719,13,17
Kumbh Mela Ground (Main Venue),12550,10,15
Triveni Sangam (Confluence Zone),8935,15,22
Saraswati Ghat,4045,18,16
Alopankari Temple Area,5533,30,9
Triveni Sangam (Confluence Zone),8695,11,0
Kumbh Mela Ground (Main Venue),13963,34,15
Prayagraj Junction,3182,23,5
Saraswati Ghat,5202,11,14
Dashashwamedh Ghat (Prayagraj),2308,26,8
Saraswati Ghat,6063,36,13
Saraswati Ghat,2241,43,4
Saraswati Ghat,2515,26,8
Saraswati Ghat,2320,44,17
Saraswati Ghat,5481,17,18
Triveni Sangam (Confluence Zone),5608,23,23
Dashashwamedh Ghat (Prayagraj),3878,42,6
Alopankari Temple Area,4472,45,15
Saraswati Ghat,3630,19,21
Prayagraj Junction,914,41,1
Triveni Sangam (Confluence Zone),9007,42,8
Triveni Sangam (Confluence Zone),12032,16,8
Alopankari Temple Area,2517,44,15
Alopankari Temple Area,3671,30,3
Alopankari Temple Area,4988,18,21
Kumbh Mela Ground (Main Venue),7127,45,20
Kumbh Mela Ground (Main Venue),7906,38,1
Prayagraj Junction,2683,27,0
Prayagraj Junction,2963,25,3
Saraswati Ghat,3781,36,9
Kumbh Mela Ground (Main Venue),4412,15,3
Dashashwamedh Ghat (Prayagraj),1084,37,7
Triveni Sangam (Confluence Zone),12789,10,14
Kumbh Mela Ground (Main Venue),8586,32,3
Prayagraj Junction,2927,41,22
Triveni Sangam (Confluence Zone),10471,25,18
Alopankari Temple Area,500,38,3
Saraswati Ghat,2833,39,1
Saraswati Ghat,500,43,3
Kumbh Mela Ground (Main Venue),12314,43,16
Prayagraj Junction,500,18,4
Triveni Sangam (Confluence Zone),9876,16,0
Saraswati Ghat,4042,30,9
Saraswati Ghat,4315,28,23
Kumbh Mela Ground (Main Venue),3005,40,5
Alopankari Temple Area,5854,38,15
Triveni Sangam (Confluence Zone),8911,43,22
Shri Bade Hanuman Temple,11126,32,14
Prayagraj Junction,4201,11,23
Prayagraj Junction,5443,21,15
Dashashwamedh Ghat (Prayagraj),3878,21,7
Kumbh Mela Ground (Main Venue),7720,27,1
Shri Bade Hanuman Temple,6894,19,5
Shri Bade Hanuman Temple,7366,10,8
Triveni Sangam (Confluence Zone),5268,44,3
Kumbh Mela Ground (Main Venue),10546,17,11
Dashashwamedh Ghat (Prayagraj),4385,19,4
Alopankari Temple Area,1015,41,20
Shri Bade Hanuman Temple,3698,38,18
Saraswati Ghat,557,43,11
Shri Bade Hanuman Temple,7407,36,20
Saraswati Ghat,7638,15,13
Prayagraj Junction,2019,25,9
Triveni Sangam (Confluence Zone),12209,34,14
Prayagraj Junction,4775,45,12
Saraswati Ghat,4568,27,13
Dashashwamedh Ghat (Prayagraj),2514,36,0
Alopankari Temple Area,2419,14,23
Kumbh Mela Ground (Main Venue),7750,19,19
Kumbh Mela Ground (Main Venue),7343,13,4
Prayagraj Junction,1137,26,5
Kumbh Mela Ground (Main Venue),4032,30,22
Saraswati Ghat,3896,35,11
Saraswati Ghat,500,41,4
Prayagraj Junction,506,32,5
Prayagraj Junction,6060,27,18
Triveni Sangam (Confluence Zone),7334,16,4
Kumbh Mela Ground (Main Venue),4986,26,22
Dashashwamedh Ghat (Prayagraj),3514,29,0
Dashashwamedh Ghat (Prayagraj),6870,26,20
Dashashwamedh Ghat (Prayagraj),7256,20,14
Prayagraj Junction,500,36,4
Triveni Sangam (Confluence Zone),9018,40,18
Dashashwamedh Ghat (Prayagraj),720,29,0
Alopankari Temple Area,5832,23,21
Shri Bade Hanuman Temple,8821,35,20
Alopankari Temple Area,3231,28,10
Alopankari Temple Area,2289,30,8
Prayagraj Junction,4726,38,13
Triveni Sangam (Confluence Zone),12786,11,14
Saraswati Ghat,5138,36,21
Shri Bade Hanuman Temple,5490,32,18
Prayagraj Junction,3695,43,7
Triveni Sangam (Confluence Zone),16968,31,16
Triveni Sangam (Confluence Zone),6163,17,23
Dashashwamedh Ghat (Prayagraj),2339,20,9
Shri Bade Hanuman Temple,7614,22,19
Saraswati Ghat,6612,31,7
Kumbh Mela Ground (Main Venue),7767,10,0
Dashashwamedh Ghat (Prayagraj),500,36,23
Triveni Sangam (Confluence Zone),16181,34,15
Alopankari Temple Area,920,44,7
Dashashwamedh Ghat (Prayagraj),6450,30,18
Prayagraj Junction,4887,10,11
Alopankari Temple Area,5168,20,8
Saraswati Ghat,4601,36,19
Triveni Sangam (Confluence Zone),11599,38,20
Shri Bade Hanuman Temple,5552,31,2
Dashashwamedh Ghat (Prayagraj),7255,15,16
Triveni Sangam (Confluence Zone),14778,22,9
Triveni Sangam (Confluence Zone),12265,45,7
Shri Bade Hanuman Temple,2714,32,3
Dashashwamedh Ghat (Prayagraj),829,25,2
Alopankari Temple Area,4303,44,12
Dashashwamedh Ghat (Prayagraj),2006,29,3
Alopankari Temple Area,3373,41,14
Saraswati Ghat,500,45,22
Alopankari Temple Area,6255,24,19
Kumbh Mela Ground (Main Venue),6262,34,11
Shri Bade Hanuman Temple,5955,29,19
Prayagraj Junction,2779,21,3
Prayagraj Junction,5876,22,11
Saraswati Ghat,5551,15,6
Dashashwamedh Ghat (Prayagraj),6498,13,6
Prayagraj Junction,4160,17,0
Alopankari Temple Area,500,36,0
Alopankari Temple Area,1498,27,23
Shri Bade Hanuman Temple,7043,24,19
Alopankari Temple Area,5577,29,8
Prayagraj Junction,3288,32,10
Alopankari Temple Area,500,36,1
Prayagraj Junction,2068,36,4
Triveni Sangam (Confluence Zone),12410,34,6
Triveni Sangam (Confluence Zone),12258,43,14
Dashashwamedh Ghat (Prayagraj),5273,10,14
Alopankari Temple Area,2812,29,6
Kumbh Mela Ground (Main Venue),9706,29,16
Triveni Sangam (Confluence Zone),13263,13,6
Saraswati Ghat,4054,44,13
Kumbh Mela Ground (Main Venue),2030,45,2
Dashashwamedh Ghat (Prayagraj),500,43,4
Triveni Sangam (Confluence Zone),12823,15,11
Alopankari Temple Area,2275,41,11
Triveni Sangam (Confluence Zone),6585,28,2
Alopankari Temple Area,4122,28,0
Saraswati Ghat,3210,44,18
Shri Bade Hanuman Temple,8440,25,12
Saraswati Ghat,3001,36,19
Kumbh Mela Ground (Main Venue),8886,30,20
Dashashwamedh Ghat (Prayagraj),4334,25,20
Shri Bade Hanuman Temple,5886,22,6
Alopankari Temple Area,4483,33,9
Alopankari Temple Area,4741,44,10
Alopankari Temple Area,6443,22,12
Triveni Sangam (Confluence Zone),8528,44,12
Kumbh Mela Ground (Main Venue),3703,12,1
Kumbh Mela Ground (Main Venue),8185,21,15
Dashashwamedh Ghat (Prayagraj),1525,29,3
Saraswati Ghat,661,30,4
Dashashwamedh Ghat (Prayagraj),5517,19,11
Saraswati Ghat,3553,33,3
Triveni Sangam (Confluence Zone),6492,37,3
Saraswati Ghat,6674,15,20
Saraswati Ghat,500,44,23
Prayagraj Junction,8833,22,13
Alopankari Temple Area,2773,11,18
Kumbh Mela Ground (Main Venue),6046,33,10
Alopankari Temple Area,4168,35,21
Dashashwamedh Ghat (Prayagraj),6209,13,17
Triveni Sangam (Confluence Zone),7351,23,1
Dashashwamedh Ghat (Prayagraj),3426,37,9
Alopankari Temple Area,6503,14,7
Shri Bade Hanuman Temple,5193,15,8
Prayagraj Junction,1376,12,23
Alopankari Temple Area,4368,27,11
Prayagraj Junction,8781,32,12
Saraswati Ghat,5211,45,18
Saraswati Ghat,5588,23,16
Prayagraj Junction,5957,24,16
Kumbh Mela Ground (Main Venue),8164,25,13
Kumbh Mela Ground (Main Venue),6475,17,21
Alopankari Temple Area,6432,33,11
Prayagraj Junction,4096,32,23
Shri Bade Hanuman Temple,8568,18,10
Kumbh Mela Ground (Main Venue),10577,10,16
Shri Bade Hanuman Temple,9131,33,8
Alopankari Temple Area,6399,21,10
Triveni Sangam (Confluence Zone),8668,16,20
Dashashwamedh Ghat (Prayagraj),3505,28,20
Shri Bade Hanuman Temple,8416,45,12
Prayagraj Junction,3543,20,3
Dashashwamedh Ghat (Prayagraj),7281,35,16
Alopankari Temple Area,3513,40,9
Shri Bade Hanuman Temple,4797,45,7
Alopankari Temple Area,2196,27,22
Prayagraj Junction,4983,38,6
Prayagraj Junction,8608,30,13
Alopankari Temple Area,3115,12,18
Triveni Sangam (Confluence Zone),7774,41,3
Prayagraj Junction,500,43,5
Alopankari Temple Area,500,44,0
Kumbh Mela Ground (Main Venue),7746,18,2
Saraswati Ghat,2306,26,1
Shri Bade Hanuman Temple,8998,10,8
Prayagraj Junction,6674,15,13
Prayagraj Junction,2480,25,0
Shri Bade Hanuman Temple,10490,18,16
Kumbh Mela Ground (Main Venue),9519,35,7
Triveni Sangam (Confluence Zone),13219,33,15
Triveni Sangam (Confluence Zone),13694,11,10
Alopankari Temple Area,1806,16,23
Dashashwamedh Ghat (Prayagraj),4365,30,4
Saraswati Ghat,2547,39,23
Kumbh Mela Ground (Main Venue),10421,27,16
Triveni Sangam (Confluence Zone),11595,32,4
Kumbh Mela Ground (Main Venue),7187,40,10
Dashashwamedh Ghat (Prayagraj),4894,36,6
Prayagraj Junction,1169,38,5
Prayagraj Junction,4294,30,16
Shri Bade Hanuman Temple,6081,31,11
Shri Bade Hanuman Temple,6043,38,15
Triveni Sangam (Confluence Zone),15463,31,14
Dashashwamedh Ghat (Prayagraj),6477,31,6
Dashashwamedh Ghat (Prayagraj),4283,35,10
Prayagraj Junction,500,41,0
Prayagraj Junction,2320,29,18
Alopankari Temple Area,6780,15,21
Saraswati Ghat,7101,44,14
Dashashwamedh Ghat (Prayagraj),1279,40,21
Alopankari Temple Area,2149,15,21
Saraswati Ghat,6730,24,8
Prayagraj Junction,1559,35,1
Shri Bade Hanuman Temple,5425,43,0
Alopankari Temple Area,500,31,2
Triveni Sangam (Confluence Zone),5745,16,0
Saraswati Ghat,3944,35,9
Triveni Sangam (Confluence Zone),12087,43,19
Alopankari Temple Area,5156,32,11
Alopankari Temple Area,6244,10,8
Saraswati Ghat,5492,36,7
Kumbh Mela Ground (Main Venue),3058,44,4
Kumbh Mela Ground (Main Venue),6415,31,3
Dashashwamedh Ghat (Prayagraj),6103,10,11
Saraswati Ghat,2623,32,1
Shri Bade Hanuman Temple,6026,26,11
Kumbh Mela Ground (Main Venue),2496,37,2
Kumbh Mela Ground (Main Venue),2009,45,2
Kumbh Mela Ground (Main Venue),6256,42,20
Dashashwamedh Ghat (Prayagraj),769,14,0
Kumbh Mela Ground (Main Venue),8815,41,11
Saraswati Ghat,3459,26,20
Shri Bade Hanuman Temple,9798,11,20
Saraswati Ghat,4267,19,21
Triveni Sangam (Confluence Zone),11670,25,12
Saraswati Ghat,2951,32,21
Saraswati Ghat,4743,21,14
Kumbh Mela Ground (Main Venue),8478,24,20
Kumbh Mela Ground (Main Venue),7991,31,0
Kumbh Mela Ground (Main Venue),10121,21,17
Saraswati Ghat,500,19,22
Shri Bade Hanuman Temple,8806,18,15
Saraswati Ghat,2544,15,21
Saraswati Ghat,1171,43,8
Dashashwamedh Ghat (Prayagraj),2172,39,11
Dashashwamedh Ghat (Prayagraj),2895,37,17
Saraswati Ghat,500,20,3
Alopankari Temple Area,4342,27,2
Dashashwamedh Ghat (Prayagraj),6073,11,12
Saraswati Ghat,779,42,0
Shri Bade Hanuman Temple,5500,25,19
Dashashwamedh Ghat (Prayagraj),5412,42,16
Kumbh Mela Ground (Main Venue),7928,40,8
Saraswati Ghat,5287,37,12
Kumbh Mela Ground (Main Venue),5726,15,4
Saraswati Ghat,4608,37,6
Dashashwamedh Ghat (Prayagraj),4292,14,18
Saraswati Ghat,2704,16,1
Dashashwamedh Ghat (Prayagraj),6842,32,6
Dashashwamedh Ghat (Prayagraj),7952,11,13
Prayagraj Junction,4051,21,9
Shri Bade Hanuman Temple,6510,37,17
Dashashwamedh Ghat (Prayagraj),1089,10,0
Dashashwamedh Ghat (Prayagraj),3262,11,5
Saraswati Ghat,1243,12,22
Prayagraj Junction,2896,34,10
Triveni Sangam (Confluence Zone),10615,15,0
Dashashwamedh Ghat (Prayagraj),5176,45,10
Saraswati Ghat,1139,21,5
Saraswati Ghat,6918,10,21
Triveni Sangam (Confluence Zone),8795,30,10
Prayagraj Junction,2535,29,21
Saraswati Ghat,2992,42,20
Dashashwamedh Ghat (Prayagraj),3439,23,20
Alopankari Temple Area,3593,31,11
Prayagraj Junction,6560,23,19
Kumbh Mela Ground (Main Venue),8043,17,23
Saraswati Ghat,5912,23,11
Saraswati Ghat,4420,43,14
Shri Bade Hanuman Temple,6469,42,12
Triveni Sangam (Confluence Zone),11885,18,23
Kumbh Mela Ground (Main Venue),5984,37,2
Alopankari Temple Area,2347,34,3
Prayagraj Junction,1213,40,10
Dashashwamedh Ghat (Prayagraj),6707,17,6
Shri Bade Hanuman Temple,2553,12,2
Triveni Sangam (Confluence Zone),7857,43,20
Prayagraj Junction,2468,20,5
Saraswati Ghat,7842,14,12
Dashashwamedh Ghat (Prayagraj),8543,21,15
Shri Bade Hanuman Temple,3547,26,22
Dashashwamedh Ghat (Prayagraj),500,22,22
Kumbh Mela Ground (Main Venue),6887,24,9
Shri Bade Hanuman Temple,5979,33,1
Triveni Sangam (Confluence Zone),13681,34,18
Triveni Sangam (Confluence Zone),6742,19,1
Shri Bade Hanuman Temple,5805,22,21
Shri Bade Hanuman Temple,4836,10,1
Kumbh Mela Ground (Main Venue),6517,44,0
Saraswati Ghat,4187,35,4
Shri Bade Hanuman Temple,7085,20,8
Shri Bade Hanuman Temple,6168,18,18
Saraswati Ghat,1580,42,21
Triveni Sangam (Confluence Zone),7742,14,1
Dashashwamedh Ghat (Prayagraj),3119,35,1
Alopankari Temple Area,1366,37,5
Kumbh Mela Ground (Main Venue),9463,28,0
Triveni Sangam (Confluence Zone),11626,31,12
Kumbh Mela Ground (Main Venue),9455,45,9
Alopankari Temple Area,7345,24,14
Saraswati Ghat,4580,29,10
Kumbh Mela Ground (Main Venue),3613,28,4
Alopankari Temple Area,2729,42,12
Dashashwamedh Ghat (Prayagraj),6891,23,16
Kumbh Mela Ground (Main Venue),11864,11,17
Triveni Sangam (Confluence Zone),6609,14,4
Saraswati Ghat,500,39,22
Prayagraj Junction,500,10,5
Triveni Sangam (Confluence Zone),9470,45,2
Saraswati Ghat,6318,26,10
Shri Bade Hanuman Temple,7103,34,13
Prayagraj Junction,4317,31,21
Alopankari Temple Area,6117,28,13
Shri Bade Hanuman Temple,9301,34,13
Kumbh Mela Ground (Main Venue),6269,21,9
Dashashwamedh Ghat (Prayagraj),6210,28,17
Kumbh Mela Ground (Main Venue),6115,16,21
Triveni Sangam (Confluence Zone),9489,39,3
Alopankari Temple Area,2254,34,7
Kumbh Mela Ground (Main Venue),9321,17,9
Prayagraj Junction,3363,40,18
Prayagraj Junction,5491,29,15
Alopankari Temple Area,1490,37,23
Kumbh Mela Ground (Main Venue),8632,37,8
Triveni Sangam (Confluence Zone),12475,28,16
Triveni Sangam (Confluence Zone),15212,25,15
Alopankari Temple Area,500,44,1
Prayagraj Junction,7928,14,12
Prayagraj Junction,6007,20,11
Triveni Sangam (Confluence Zone),14844,30,14
Prayagraj Junction,500,37,23
Prayagraj Junction,500,37,3
Triveni Sangam (Confluence Zone),10012,44,9
Triveni Sangam (Confluence Zone),12380,26,8
Shri Bade Hanuman Temple,7148,28,1
Prayagraj Junction,1875,19,4
Saraswati Ghat,4578,37,8
Kumbh Mela Ground (Main Venue),8330,34,21
Alopankari Temple Area,1471,18,5
Alopankari Temple Area,4749,20,19
Dashashwamedh Ghat (Prayagraj),4146,26,19
Triveni Sangam (Confluence Zone),15281,26,14
Alopankari Temple Area,5940,15,20
Kumbh Mela Ground (Main Venue),11664,32,13
Prayagraj Junction,6525,25,18
Shri Bade Hanuman Temple,8250,18,6
Kumbh Mela Ground (Main Venue),10522,21,8
Kumbh Mela Ground (Main Venue),7758,25,21
Prayagraj Junction,500,33,2
Shri Bade Hanuman Temple,5031,30,4
Prayagraj Junction,4217,26,23
Alopankari Temple Area,3985,10,6
Triveni Sangam (Confluence Zone),6454,14,4
Saraswati Ghat,6086,12,9
Saraswati Ghat,4511,37,15
Dashashwamedh Ghat (Prayagraj),3465,24,18
Shri Bade Hanuman Temple,12000,15,12
Dashashwamedh Ghat (Prayagraj),3309,19,10
Shri Bade Hanuman Temple,3508,38,19
Kumbh Mela Ground (Main Venue),6496,33,0
Dashashwamedh Ghat (Prayagraj),2470,41,19
Shri Bade Hanuman Temple,4450,32,0
Saraswati Ghat,1324,23,22
Shri Bade Hanuman Temple,7444,18,13
Triveni Sangam (Confluence Zone),10280,39,2
Kumbh Mela Ground (Main Venue),11116,20,15
Kumbh Mela Ground (Main Venue),5746,39,18
Triveni Sangam (Confluence Zone),8927,22,1
Kumbh Mela Ground (Main Venue),10383,31,11
Dashashwamedh Ghat (Prayagraj),5360,29,14
Triveni Sangam (Confluence Zone),14466,24,9
Triveni Sangam (Confluence Zone),14989,20,14
Shri Bade Hanuman Temple,10836,32,16
Saraswati Ghat,1559,36,0
Dashashwamedh Ghat (Prayagraj),2634,33,20
Kumbh Mela Ground (Main Venue),8496,32,10
Shri Bade Hanuman Temple,6228,22,20
Kumbh Mela Ground (Main Venue),10786,21,15
Alopankari Temple Area,3381,34,9
Kumbh Mela Ground (Main Venue),8017,43,9
Alopankari Temple Area,3202,20,22
Alopankari Temple Area,500,32,23
Prayagraj Junction,5120,27,14
Kumbh Mela Ground (Main Venue),9081,14,11
Saraswati Ghat,3819,19,6
Triveni Sangam (Confluence Zone),8826,43,10
Alopankari Temple Area,2994,24,2
Shri Bade Hanuman Temple,3899,39,11
Prayagraj Junction,6060,24,17
Dashashwamedh Ghat (Prayagraj),1918,44,4
Triveni Sangam (Confluence Zone),8415,37,2
Dashashwamedh Ghat (Prayagraj),3760,28,19
Kumbh Mela Ground (Main Venue),7613,30,0
Kumbh Mela Ground (Main Venue),11738,31,11
Shri Bade Hanuman Temple,2625,24,0
Prayagraj Junction,2554,28,11
Prayagraj Junction,3699,16,8
Kumbh Mela Ground (Main Venue),8346,23,5
Shri Bade Hanuman Temple,7081,37,10
Kumbh Mela Ground (Main Venue),7431,26,22
Kumbh Mela Ground (Main Venue),8984,41,14
Saraswati Ghat,977,22,23
Saraswati Ghat,6129,27,9
Alopankari Temple Area,7062,11,14
Kumbh Mela Ground (Main Venue),12147,43,12
Kumbh Mela Ground (Main Venue),8880,13,3
Prayagraj Junction,2767,12,21
Kumbh Mela Ground (Main Venue),10006,19,19
Alopankari Temple Area,2485,19,17
Alopankari Temple Area,4475,28,19
Kumbh Mela Ground (Main Venue),5401,38,10
Shri Bade Hanuman Temple,9399,43,14
Dashashwamedh Ghat (Prayagraj),4595,10,17
Alopankari Temple Area,4285,24,2
Dashashwamedh Ghat (Prayagraj),4517,17,11
Prayagraj Junction,8927,27,15
Alopankari Temple Area,1319,36,3
Kumbh Mela Ground (Main Venue),6952,30,10
Triveni Sangam (Confluence Zone),12160,15,8
Prayagraj Junction,3164,10,23
Kumbh Mela Ground (Main Venue),7676,27,22
Prayagraj Junction,650,36,21
Dashashwamedh Ghat (Prayagraj),6920,27,17
Dashashwamedh Ghat (Prayagraj),3154,20,22
Dashashwamedh Ghat (Prayagraj),7222,45,16
Dashashwamedh Ghat (Prayagraj),5357,34,18
Alopankari Temple Area,2745,39,13
Alopankari Temple Area,4263,31,4
Prayagraj Junction,2155,43,5
Saraswati Ghat,2195,45,6
Triveni Sangam (Confluence Zone),9453,33,9
Saraswati Ghat,6497,11,18
Triveni Sangam (Confluence Zone),5989,31,1
Alopankari Temple Area,3529,22,21
Shri Bade Hanuman Temple,6377,25,20
Dashashwamedh Ghat (Prayagraj),2141,45,9
Triveni Sangam (Confluence Zone),14937,20,20
Alopankari Temple Area,8272,10,12
Shri Bade Hanuman Temple,6230,23,21
Dashashwamedh Ghat (Prayagraj),2026,42,20
Dashashwamedh Ghat (Prayagraj),2697,26,17
Saraswati Ghat,4341,41,13
Triveni Sangam (Confluence Zone),8996,30,6
Prayagraj Junction,3396,15,22
Kumbh Mela Ground (Main Venue),7101,40,23
Shri Bade Hanuman Temple,9906,30,11
Triveni Sangam (Confluence Zone),8768,11,3
Triveni Sangam (Confluence Zone),8381,38,23
Alopankari Temple Area,6453,12,11
Prayagraj Junction,5997,17,21
Kumbh Mela Ground (Main Venue),10270,23,12
Kumbh Mela Ground (Main Venue),10939,31,12
Shri Bade Hanuman Temple,7153,14,19
Kumbh Mela Ground (Main Venue),11861,16,6
Saraswati Ghat,8330,20,14
Saraswati Ghat,500,16,23
Triveni Sangam (Confluence Zone),12562,43,9
Dashashwamedh Ghat (Prayagraj),500,35,4
Alopankari Temple Area,1325,28,2
Alopankari Temple Area,4455,41,21
Kumbh Mela Ground (Main Venue),2870,45,23
Alopankari Temple Area,6944,33,7
Kumbh Mela Ground (Main Venue),4019,31,0
Prayagraj Junction,5616,24,10
Alopankari Temple Area,5409,13,10
Kumbh Mela Ground (Main Venue),6522,19,3
Prayagraj Junction,1298,40,9
Shri Bade Hanuman Temple,8421,25,8
Saraswati Ghat,4760,18,15
Prayagraj Junction,5115,45,13
Saraswati Ghat,500,43,5
Shri Bade Hanuman Temple,3665,26,2
Triveni Sangam (Confluence Zone),12223,25,2
Saraswati Ghat,4238,14,14
Saraswati Ghat,3332,22,19
Kumbh Mela Ground (Main Venue),6225,20,4
Kumbh Mela Ground (Main Venue),7602,26,17
Kumbh Mela Ground (Main Venue),10475,23,11
Dashashwamedh Ghat (Prayagraj),3557,29,0
Dashashwamedh Ghat (Prayagraj),3292,14,8
Kumbh Mela Ground (Main Venue),10511,15,10
Dashashwamedh Ghat (Prayagraj),3573,30,2
Alopankari Temple Area,500,19,23
Dashashwamedh Ghat (Prayagraj),4651,10,19
Dashashwamedh Ghat (Prayagraj),2836,38,22
Alopankari Temple Area,682,24,3
Kumbh Mela Ground (Main Venue),10774,17,21
Triveni Sangam (Confluence Zone),14643,17,8
Kumbh Mela Ground (Main Venue),5155,17,2
Shri Bade Hanuman Temple,10184,40,16
Alopankari Temple Area,5518,23,12
Kumbh Mela Ground (Main Venue),9291,35,9
Prayagraj Junction,6686,25,11
Alopankari Temple Area,3463,20,18
Shri Bade Hanuman Temple,6970,19,7
Dashashwamedh Ghat (Prayagraj),500,42,2
Prayagraj Junction,4806,43,12
Alopankari Temple Area,5952,16,6
Triveni Sangam (Confluence Zone),8168,19,18
Kumbh Mela Ground (Main Venue),8998,22,2
Saraswati Ghat,5106,42,8
Triveni Sangam (Confluence Zone),11916,29,9
Dashashwamedh Ghat (Prayagraj),2057,19,20
Alopankari Temple Area,5789,13,8
Alopankari Temple Area,5864,27,9
Shri Bade Hanuman Temple,4894,40,22
Saraswati Ghat,965,43,0
Triveni Sangam (Confluence Zone),12207,21,3
Alopankari Temple Area,3096,33,7
Kumbh Mela Ground (Main Venue),8934,15,6
Prayagraj Junction,2671,18,1
Dashashwamedh Ghat (Prayagraj),4248,21,4
Kumbh Mela Ground (Main Venue),7895,22,23
Shri Bade Hanuman Temple,6553,10,19
Dashashwamedh Ghat (Prayagraj),2986,12,1
Triveni Sangam (Confluence Zone),7709,20,4
Alopankari Temple Area,1669,15,3
Saraswati Ghat,4681,17,10
Dashashwamedh Ghat (Prayagraj),2161,41,11
Kumbh Mela Ground (Main Venue),12845,14,12
Alopankari Temple Area,3914,11,1
Dashashwamedh Ghat (Prayagraj),4328,29,22
Saraswati Ghat,5900,32,20
Prayagraj Junction,500,41,23
Prayagraj Junction,500,40,0
Shri Bade Hanuman Temple,5340,44,23
Triveni Sangam (Confluence Zone),8003,34,0
Alopankari Temple Area,2947,19,20
Saraswati Ghat,3508,16,17
Prayagraj Junction,3737,17,5
Prayagraj Junction,2372,18,18
Kumbh Mela Ground (Main Venue),4743,11,4
Triveni Sangam (Confluence Zone),11115,35,22
Dashashwamedh Ghat (Prayagraj),1992,44,2
Kumbh Mela Ground (Main Venue),10404,28,14
Alopankari Temple Area,2461,16,18
Kumbh Mela Ground (Main Venue),10531,28,11
Alopankari Temple Area,7260,15,12
Dashashwamedh Ghat (Prayagraj),500,20,2
Dashashwamedh Ghat (Prayagraj),5391,11,19
Triveni Sangam (Confluence Zone),10139,30,6
Alopankari Temple Area,2077,35,3
Saraswati Ghat,5327,14,9
Prayagraj Junction,2882,32,20
Dashashwamedh Ghat (Prayagraj),6747,21,18
Shri Bade Hanuman Temple,10378,16,16
Kumbh Mela Ground (Main Venue),7969,17,1
Saraswati Ghat,556,38,5
Kumbh Mela Ground (Main Venue),5151,16,4
Saraswati Ghat,500,36,22
Shri Bade Hanuman Temple,9268,31,20
Prayagraj Junction,1215,45,7
Saraswati Ghat,500,18,23
Alopankari Temple Area,5738,28,7
Triveni Sangam (Confluence Zone),10623,11,22
Kumbh Mela Ground (Main Venue),5814,21,0
Triveni Sangam (Confluence Zone),9514,35,1
Kumbh Mela Ground (Main Venue),10309,45,11
Dashashwamedh Ghat (Prayagraj),1786,39,18
Kumbh Mela Ground (Main Venue),7195,28,1
Kumbh Mela Ground (Main Venue),7449,22,22
Kumbh Mela Ground (Main Venue),7829,41,16
Saraswati Ghat,5174,12,11
Saraswati Ghat,500,15,2
Dashashwamedh Ghat (Prayagraj),4419,15,21
Saraswati Ghat,4129,23,8
Triveni Sangam (Confluence Zone),9492,22,18
Kumbh Mela Ground (Main Venue),6215,23,3
Saraswati Ghat,706,10,4
Prayagraj Junction,1923,31,5
Prayagraj Junction,1276,45,23
Saraswati Ghat,4455,31,7
Alopankari Temple Area,2030,45,9
Saraswati Ghat,500,18,5
Prayagraj Junction,1583,31,0
Triveni Sangam (Confluence Zone),4042,42,2
Shri Bade Hanuman Temple,11013,14,12
Shri Bade Hanuman Temple,7024,22,11
Dashashwamedh Ghat (Prayagraj),5872,24,12
